nan,kierunek,date,dzień tygodnia,start_time,liczba godzin lekcyjnych,class,title,instructor,subject,method,room,uwagi
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,6,dr hab.,WOJCIECHOWSKA Małgorzata,Psychologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,7,dr hab.,WOJCIECHOWSKA Małgorzata,Psychologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,8,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,8,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,9,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,9,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,10,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,10,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,11,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,12,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,13,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,14,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,15,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,16,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,6,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,7,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,5,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-13,sobota,8.00-11.45,5,14,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 12
Bułgarska 55",
,PIEL I WEEK,2025-12-13,sobota,12.00-15.45,5,15,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 12
Bułgarska 55",
,PIEL I WEEK,2025-12-13,sobota,16.00-19.45,5,16,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 12
Bułgarska 55",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,5 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,6 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,7 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,5 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,6 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,7 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,5 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,6 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,7 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,8 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,9 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,10 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,8 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,9 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,10 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,8 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,9 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,10 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,11 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,12 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,13 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,11 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,12 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,13 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,14 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,15 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,16 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,14 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,15 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,16 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,14 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,15 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,16 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,5,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,5,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,6,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,6,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,7,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 202
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,7,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,8,dr hab.,WOJCIECHOWSKA Małgorzata,Psychologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,9,dr hab.,WOJCIECHOWSKA Małgorzata,Psychologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,10,dr hab.,WOJCIECHOWSKA Małgorzata,Psychologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,11,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,12,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,13,mgr,FRANEK Alicja,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,14,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,15,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,16,mgr,STASZEWSKA-KRYŚLAK Danuta,Promocja zdrowia,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,10,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,8,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,9,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 234
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,12,mgr,GAWEŁ Diana,Język angielski,ćwiczenia,"sala 104
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,13,mgr,GAWEŁ Diana,Język angielski,ćwiczenia,"sala 104
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,11,mgr,GAWEŁ Diana,Język angielski,ćwiczenia,"sala 104
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,8.00-11.45,5,15,dr,BAŁUKA Bogusław,Fizjologia,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,12.00-15.45,5,16,dr,BAŁUKA Bogusław,Fizjologia,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-12-14,niedziela,16.00-19.45,5,14,dr,BAŁUKA Bogusław,Fizjologia,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,6 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,7 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,5 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,6 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,7 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,5 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,6 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,7 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,5 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,9 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,10 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,8 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,9 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,10 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,8 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,9 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,10 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,8 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,12 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,13 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,11 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,12 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,13 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,11 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,15 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,16 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,14 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,15 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,16 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,14 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,15 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,16 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,14 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,5,,,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",Zajęcia przeplanowane na dzień 15.02.2026
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,6,,,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",Zajęcia przeplanowane na dzień 15.02.2026
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,7,,,Anatomia,ćwiczenia,"sala 206 d
Świerzawska 18",Zajęcia przeplanowane na dzień 15.02.2026
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,11,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,11,mgr,KIEJDA Justyna,Etyka zawodu pielęgniarki,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,12,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,12,mgr,KIEJDA Justyna,Etyka zawodu pielęgniarki,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,13,mgr,KIEJDA Justyna,Etyka zawodu pielęgniarki,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,13,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,14,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 103 d
Świerzawska 18","Zajęcia przeplanowane na godzinę 12.00 
(połączenie grup)"
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,14-15,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 114
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,16,mgr,KULAWSKI Daniel,Socjologia,ćwiczenia,"sala 114
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,14,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 114
Świerzawska 18",Zajęcia przeplanowane na dzień 25.01.2026
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,15,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 114
Świerzawska 18",Zajęcia przeplanowane na dzień 25.01.2026
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,16,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 114
Świerzawska 18",Zajęcia przeplanowane na dzień 25.01.2026
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,7,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,5-6,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 110 a
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,6,dr,KUPSZ Justyna,Fizjologia,ćwiczenia,"sala 110 a
Świerzawska 18","Zajęcia przeplanowane na godzinę 12.00 
(połączenie grup)"
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,8,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,12.00-15.45,5,9,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,16.00-19.45,5,10,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-12-20,sobota,8.00-11.45,5,5,mgr,RUREK Magdalena,Język migowy,ćwiczenia,"sala 114
Świerzawska 18",Zajęcia przeplanowane na dzień 21.12.2025
